"year","pdo","era","npgo","variable","value","variable_era","scale_x","system","ï..year"
1985,1.15,"1",0.2393402039,"Stenobrachius.leucopsarus",2.46389609078746,"1Stenobrachius.leucopsarus",-0.193554174435397,"Southern California Current",NA
1986,0.885,"1",-0.4553155771,"Stenobrachius.leucopsarus",2.43296483699699,"1Stenobrachius.leucopsarus",-0.243973547465822,"Southern California Current",NA
1987,1.381,"1",-0.537648356,"Stenobrachius.leucopsarus",3.36332643097081,"1Stenobrachius.leucopsarus",1.27255884328387,"Southern California Current",NA
1988,1.56,"1",0.486616328,"Stenobrachius.leucopsarus",2.15172411173881,"1Stenobrachius.leucopsarus",-0.702408925940793,"Southern California Current",NA
1989,0.308,"2",0.898568807,"Stenobrachius.leucopsarus",2.6432537939025,"2Stenobrachius.leucopsarus",0.098807169870137,"Southern California Current",NA
1990,-0.553,"2",0.506979064,"Stenobrachius.leucopsarus",2.67260199618318,"2Stenobrachius.leucopsarus",0.146646095785837,"Southern California Current",NA
1991,-1.015,"2",-0.395936969,"Stenobrachius.leucopsarus",2.71370219663521,"2Stenobrachius.leucopsarus",0.213641321787784,"Southern California Current",NA
1992,-0.633,"2",-0.52970458,"Stenobrachius.leucopsarus",2.26767805126118,"2Stenobrachius.leucopsarus",-0.513398646217603,"Southern California Current",NA
1993,0.4,"2",-1.101862623,"Stenobrachius.leucopsarus",2.75672486073864,"2Stenobrachius.leucopsarus",0.283770252379724,"Southern California Current",NA
1994,0.737,"2",-2.0536766,"Stenobrachius.leucopsarus",3.557889998429,"2Stenobrachius.leucopsarus",1.58970644914094,"Southern California Current",NA
1995,0.188,"2",-1.750743963,"Stenobrachius.leucopsarus",2.2339556562886,"2Stenobrachius.leucopsarus",-0.568367708355191,"Southern California Current",NA
1996,-0.08,"2",-0.972205973,"Stenobrachius.leucopsarus",2.6873159628268,"2Stenobrachius.leucopsarus",0.170630541356241,"Southern California Current",NA
1997,0.345,"2",-0.872874358,"Stenobrachius.leucopsarus",1.85571929839227,"2Stenobrachius.leucopsarus",-1.18491045025724,"Southern California Current",NA
1998,0.741,"2",-0.207043223,"Stenobrachius.leucopsarus",2.58365459763879,"2Stenobrachius.leucopsarus",0.00165772584535787,"Southern California Current",NA
1999,0.392,"2",1.060346525,"Stenobrachius.leucopsarus",3.81062056956731,"2Stenobrachius.leucopsarus",2.00166895892904,"Southern California Current",NA
2000,-0.849,"2",1.48981569,"Stenobrachius.leucopsarus",2.98332819489021,"2Stenobrachius.leucopsarus",0.653144158524008,"Southern California Current",NA
2001,-0.489,"2",2.04370374,"Stenobrachius.leucopsarus",2.0448781524363,"2Stenobrachius.leucopsarus",-0.876572777020334,"Southern California Current",NA
2002,-0.166,"2",2.21101428,"Stenobrachius.leucopsarus",3.47136042641601,"2Stenobrachius.leucopsarus",1.44865924817587,"Southern California Current",NA
2003,0.597,"2",1.847202098,"Stenobrachius.leucopsarus",2.46301095533391,"2Stenobrachius.leucopsarus",-0.194996986127329,"Southern California Current",NA
2004,1.133,"2",1.017340841,"Stenobrachius.leucopsarus",2.7232112958852,"2Stenobrachius.leucopsarus",0.2291415929865,"Southern California Current",NA
2005,0.418,"2",-0.464178828,"Stenobrachius.leucopsarus",1.88837246581753,"2Stenobrachius.leucopsarus",-1.13168427843143,"Southern California Current",NA
2006,0.225,"2",-1.140552009,"Stenobrachius.leucopsarus",1.4741793543901,"2Stenobrachius.leucopsarus",-1.80683819017252,"Southern California Current",NA
2007,0.005,"2",-0.758874825,"Stenobrachius.leucopsarus",1.48728843920724,"2Stenobrachius.leucopsarus",-1.78546977614184,"Southern California Current",NA
2008,-0.453,"2",0.200113124,"Stenobrachius.leucopsarus",3.08829310374094,"2Stenobrachius.leucopsarus",0.824241810442667,"Southern California Current",NA
2009,-1.08,"2",0.863074104,"Stenobrachius.leucopsarus",2.66506330302907,"2Stenobrachius.leucopsarus",0.134357677577063,"Southern California Current",NA
2010,-0.489,"2",1.205527493,"Stenobrachius.leucopsarus",2.34353715042157,"2Stenobrachius.leucopsarus",-0.389744809091281,"Southern California Current",NA
2011,-0.27,"2",1.151701801,"Stenobrachius.leucopsarus",1.6801211057729,"2Stenobrachius.leucopsarus",-1.47114361872557,"Southern California Current",NA
2012,-1.187,"2",0.715919051,"Stenobrachius.leucopsarus",3.31493261109758,"2Stenobrachius.leucopsarus",1.1936746805828,"Southern California Current",NA
2013,-0.966,"2",0.899579929,"Stenobrachius.leucopsarus",3.83001581529011,"2Stenobrachius.leucopsarus",2.03328410572325,"Southern California Current",NA
1952,-1.278,"1",-0.754469305,"Trachurus.symmetricus",1.22511604449407,"1Trachurus.symmetricus",1.25913297455633,"Southern California Current",NA
1953,-0.754,"1",-0.189423214,"Trachurus.symmetricus",0.0296960855599013,"1Trachurus.symmetricus",-1.36052476987814,"Southern California Current",NA
1954,-0.589,"1",0.923654354,"Trachurus.symmetricus",0.831735853566239,"1Trachurus.symmetricus",0.397074870231209,"Southern California Current",NA
1955,-0.577,"1",0.641823889,"Trachurus.symmetricus",0.380362792732972,"1Trachurus.symmetricus",-0.592069510037647,"Southern California Current",NA
1956,-1.597,"1",0.00270620269999999,"Trachurus.symmetricus",0.224113653460062,"1Trachurus.symmetricus",-0.934475762081863,"Southern California Current",NA
1957,-1.947,"1",-0.6155909853,"Trachurus.symmetricus",0.524855632189012,"1Trachurus.symmetricus",-0.2754261554848,"Southern California Current",NA
1958,-0.561,"1",-0.857569587,"Trachurus.symmetricus",1.18174735523635,"1Trachurus.symmetricus",1.16409430481448,"Southern California Current",NA
1959,0.024,"1",-0.505221752,"Trachurus.symmetricus",1.2320878839992,"1Trachurus.symmetricus",1.27441114790124,"Southern California Current",NA
1960,0.177,"1",0.103336818,"Trachurus.symmetricus",0.61301044544145,"1Trachurus.symmetricus",-0.0822426323890132,"Southern California Current",NA
1961,0.342,"1",0.93745374,"Trachurus.symmetricus",0.502910130133504,"1Trachurus.symmetricus",-0.323517793896519,"Southern California Current",NA
1962,-0.676,"1",0.633675885,"Trachurus.symmetricus",0.624017820488327,"1Trachurus.symmetricus",-0.0581209376892227,"Southern California Current",NA
1963,-1.076,"1",-0.12433509,"Trachurus.symmetricus",0.557153151735527,"1Trachurus.symmetricus",-0.204648980841097,"Southern California Current",NA
1964,-0.659,"1",0.164053783,"Trachurus.symmetricus",0.423496446367012,"1Trachurus.symmetricus",-0.497545900201893,"Southern California Current",NA
1965,-0.891,"1",-0.00752991079999993,"Trachurus.symmetricus",0.842416762425204,"1Trachurus.symmetricus",0.420481142981526,"Southern California Current",NA
1966,-0.735,"1",-0.7142963098,"Trachurus.symmetricus",0.350469849250803,"1Trachurus.symmetricus",-0.657577267635091,"Southern California Current",NA
1969,-0.653,"1",-0.796891715,"Trachurus.symmetricus",0.590187236423501,"1Trachurus.symmetricus",-0.13225768844515,"Southern California Current",NA
1975,-0.809,"1",0.1908359156,"Trachurus.symmetricus",0,"1Trachurus.symmetricus",-1.42560113064574,"Southern California Current",NA
1978,0.767,"1",1.32380542,"Trachurus.symmetricus",1.5679216573283,"1Trachurus.symmetricus",2.01036133726284,"Southern California Current",NA
1981,0.567,"1",-0.823966005,"Trachurus.symmetricus",1.01451670862114,"1Trachurus.symmetricus",0.797623044870891,"Southern California Current",NA
1983,0.602,"1",-0.000825666000000225,"Trachurus.symmetricus",0.580537757108615,"1Trachurus.symmetricus",-0.15340367402794,"Southern California Current",NA
1984,1.101,"1",0.119633917,"Trachurus.symmetricus",0.224538486254405,"1Trachurus.symmetricus",-0.933544778362315,"Southern California Current",NA
1985,1.15,"1",0.2393402039,"Trachurus.symmetricus",0.323724618355794,"1Trachurus.symmetricus",-0.716187089829516,"Southern California Current",NA
1986,0.885,"1",-0.4553155771,"Trachurus.symmetricus",1.23285979597505,"1Trachurus.symmetricus",1.27610272513353,"Southern California Current",NA
1987,1.381,"1",-0.537648356,"Trachurus.symmetricus",0.605790166506006,"1Trachurus.symmetricus",-0.0980652389038626,"Southern California Current",NA
1988,1.56,"1",0.486616328,"Trachurus.symmetricus",0.483971218624221,"1Trachurus.symmetricus",-0.365020753451158,"Southern California Current",NA
1989,0.308,"2",0.898568807,"Trachurus.symmetricus",0.693982427207216,"2Trachurus.symmetricus",0.0952003469837087,"Southern California Current",NA
1990,-0.553,"2",0.506979064,"Trachurus.symmetricus",0,"2Trachurus.symmetricus",-1.42560113064574,"Southern California Current",NA
1991,-1.015,"2",-0.395936969,"Trachurus.symmetricus",0.0880813979649725,"2Trachurus.symmetricus",-1.23257849069811,"Southern California Current",NA
1992,-0.633,"2",-0.52970458,"Trachurus.symmetricus",0.426370841468274,"2Trachurus.symmetricus",-0.491246916040461,"Southern California Current",NA
1993,0.4,"2",-1.101862623,"Trachurus.symmetricus",0.732820598144701,"2Trachurus.symmetricus",0.180310784128129,"Southern California Current",NA
1994,0.737,"2",-2.0536766,"Trachurus.symmetricus",1.2423391600996,"2Trachurus.symmetricus",1.29687591823241,"Southern California Current",NA
1995,0.188,"2",-1.750743963,"Trachurus.symmetricus",1.4098586560811,"2Trachurus.symmetricus",1.66398016616798,"Southern California Current",NA
1996,-0.08,"2",-0.972205973,"Trachurus.symmetricus",1.62408732179462,"2Trachurus.symmetricus",2.13344345312586,"Southern California Current",NA
1997,0.345,"2",-0.872874358,"Trachurus.symmetricus",0.908266521472007,"2Trachurus.symmetricus",0.564785100738685,"Southern California Current",NA
1998,0.741,"2",-0.207043223,"Trachurus.symmetricus",1.40220777806955,"2Trachurus.symmetricus",1.64721393963404,"Southern California Current",NA
1999,0.392,"2",1.060346525,"Trachurus.symmetricus",0.90671888748799,"2Trachurus.symmetricus",0.561393596923244,"Southern California Current",NA
2000,-0.849,"2",1.48981569,"Trachurus.symmetricus",0.651937169169374,"2Trachurus.symmetricus",0.0030618604105194,"Southern California Current",NA
2001,-0.489,"2",2.04370374,"Trachurus.symmetricus",0.517209176484574,"2Trachurus.symmetricus",-0.29218269092149,"Southern California Current",NA
2002,-0.166,"2",2.21101428,"Trachurus.symmetricus",0.590676955858418,"2Trachurus.symmetricus",-0.131184511357305,"Southern California Current",NA
2003,0.597,"2",1.847202098,"Trachurus.symmetricus",0.557829537756091,"2Trachurus.symmetricus",-0.203166740341635,"Southern California Current",NA
2004,1.133,"2",1.017340841,"Trachurus.symmetricus",0.634081145373605,"2Trachurus.symmetricus",-0.0360680459222294,"Southern California Current",NA
2005,0.418,"2",-0.464178828,"Trachurus.symmetricus",1.72461834046839,"2Trachurus.symmetricus",2.35374834234607,"Southern California Current",NA
2006,0.225,"2",-1.140552009,"Trachurus.symmetricus",0.488516911843506,"2Trachurus.symmetricus",-0.355059266396566,"Southern California Current",NA
2007,0.005,"2",-0.758874825,"Trachurus.symmetricus",0.631047926324048,"2Trachurus.symmetricus",-0.0427150788033123,"Southern California Current",NA
2008,-0.453,"2",0.200113124,"Trachurus.symmetricus",0.0490052635121114,"2Trachurus.symmetricus",-1.31821040396587,"Southern California Current",NA
2009,-1.08,"2",0.863074104,"Trachurus.symmetricus",0,"2Trachurus.symmetricus",-1.42560113064574,"Southern California Current",NA
2010,-0.489,"2",1.205527493,"Trachurus.symmetricus",0.315561399645451,"2Trachurus.symmetricus",-0.73407606596233,"Southern California Current",NA
2011,-0.27,"2",1.151701801,"Trachurus.symmetricus",0.732310819574711,"2Trachurus.symmetricus",0.179193649209275,"Southern California Current",NA
2012,-1.187,"2",0.715919051,"Trachurus.symmetricus",0,"2Trachurus.symmetricus",-1.42560113064574,"Southern California Current",NA
2013,-0.966,"2",0.899579929,"Trachurus.symmetricus",0.0322322267138942,"2Trachurus.symmetricus",-1.35496703950449,"Southern California Current",NA
1952,-1.278,"1",-0.754469305,"Vinciguerria1",0.409194560244417,"1Vinciguerria1",0.802657715722433,"Southern California Current",NA
1953,-0.754,"1",-0.189423214,"Vinciguerria1",0,"1Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1954,-0.589,"1",0.923654354,"Vinciguerria1",0,"1Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1955,-0.577,"1",0.641823889,"Vinciguerria1",0,"1Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1956,-1.597,"1",0.00270620269999999,"Vinciguerria1",0,"1Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1957,-1.947,"1",-0.6155909853,"Vinciguerria1",0,"1Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1958,-0.561,"1",-0.857569587,"Vinciguerria1",0.464855421868408,"1Vinciguerria1",1.01795518559686,"Southern California Current",NA
1959,0.024,"1",-0.505221752,"Vinciguerria1",0.337861575990609,"1Vinciguerria1",0.526740121557526,"Southern California Current",NA
1960,0.177,"1",0.103336818,"Vinciguerria1",0.0642031982181678,"1Vinciguerria1",-0.531776664301075,"Southern California Current",NA
1961,0.342,"1",0.93745374,"Vinciguerria1",0.237594070547247,"1Vinciguerria1",0.138903145938884,"Southern California Current",NA
1962,-0.676,"1",0.633675885,"Vinciguerria1",0.156861935469698,"1Vinciguerria1",-0.173370575894146,"Southern California Current",NA
1963,-1.076,"1",-0.12433509,"Vinciguerria1",0.0446580532288131,"1Vinciguerria1",-0.607377726551308,"Southern California Current",NA
1964,-0.659,"1",0.164053783,"Vinciguerria1",0.0466689234296969,"1Vinciguerria1",-0.599599635198343,"Southern California Current",NA
1965,-0.891,"1",-0.00752991079999993,"Vinciguerria1",0.14595532989807,"1Vinciguerria1",-0.215557572573295,"Southern California Current",NA
1966,-0.735,"1",-0.7142963098,"Vinciguerria1",0,"1Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1969,-0.653,"1",-0.796891715,"Vinciguerria1",0.1496894290251,"1Vinciguerria1",-0.20111399281449,"Southern California Current",NA
1975,-0.809,"1",0.1908359156,"Vinciguerria1",0.0309894581363733,"1Vinciguerria1",-0.660248161077099,"Southern California Current",NA
1978,0.767,"1",1.32380542,"Vinciguerria1",0.19984668181112,"1Vinciguerria1",-0.00710460622555202,"Southern California Current",NA
1981,0.567,"1",-0.823966005,"Vinciguerria1",0.443249099873173,"1Vinciguerria1",0.934381444135747,"Southern California Current",NA
1983,0.602,"1",-0.000825666000000225,"Vinciguerria1",0.138652982660461,"1Vinciguerria1",-0.243803216613489,"Southern California Current",NA
1984,1.101,"1",0.119633917,"Vinciguerria1",0.0433507007164577,"1Vinciguerria1",-0.612434595595944,"Southern California Current",NA
1985,1.15,"1",0.2393402039,"Vinciguerria1",0.201701980352944,"1Vinciguerria1",7.17304365498713e-05,"Southern California Current",NA
1986,0.885,"1",-0.4553155771,"Vinciguerria1",0.178450683136787,"1Vinciguerria1",-0.0898648123312196,"Southern California Current",NA
1987,1.381,"1",-0.537648356,"Vinciguerria1",0.226480123534083,"1Vinciguerria1",0.0959141478810224,"Southern California Current",NA
1988,1.56,"1",0.486616328,"Vinciguerria1",0,"1Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1989,0.308,"2",0.898568807,"Vinciguerria1",0,"2Vinciguerria1",-0.780116085052336,"Southern California Current",NA
1990,-0.553,"2",0.506979064,"Vinciguerria1",0.179476971343445,"2Vinciguerria1",-0.085895106368921,"Southern California Current",NA
1991,-1.015,"2",-0.395936969,"Vinciguerria1",0.20231462809601,"2Vinciguerria1",0.00244146574351348,"Southern California Current",NA
1992,-0.633,"2",-0.52970458,"Vinciguerria1",0.27560702879125,"2Vinciguerria1",0.285938126957731,"Southern California Current",NA
1993,0.4,"2",-1.101862623,"Vinciguerria1",0.379446469092126,"2Vinciguerria1",0.687591427278174,"Southern California Current",NA
1994,0.737,"2",-2.0536766,"Vinciguerria1",0.875783713482389,"2Vinciguerria1",2.60743509846581,"Southern California Current",NA
1995,0.188,"2",-1.750743963,"Vinciguerria1",0.304919585297102,"2Vinciguerria1",0.399319757552918,"Southern California Current",NA
1996,-0.08,"2",-0.972205973,"Vinciguerria1",0.439652592220814,"2Vinciguerria1",0.920470071308504,"Southern California Current",NA
1997,0.345,"2",-0.872874358,"Vinciguerria1",0.277819978878252,"2Vinciguerria1",0.294497867874221,"Southern California Current",NA
1998,0.741,"2",-0.207043223,"Vinciguerria1",1.50997267468457,"2Vinciguerria1",5.06049232369336,"Southern California Current",NA
1999,0.392,"2",1.060346525,"Vinciguerria1",0.0924943978831872,"2Vinciguerria1",-0.422345665033798,"Southern California Current",NA
2000,-0.849,"2",1.48981569,"Vinciguerria1",0,"2Vinciguerria1",-0.780116085052336,"Southern California Current",NA
2001,-0.489,"2",2.04370374,"Vinciguerria1",0.2190287042756,"2Vinciguerria1",0.0670918898972633,"Southern California Current",NA
2002,-0.166,"2",2.21101428,"Vinciguerria1",0,"2Vinciguerria1",-0.780116085052336,"Southern California Current",NA
2003,0.597,"2",1.847202098,"Vinciguerria1",0.0322834600750276,"2Vinciguerria1",-0.655242932353065,"Southern California Current",NA
2004,1.133,"2",1.017340841,"Vinciguerria1",0.0361788858310979,"2Vinciguerria1",-0.640175337549536,"Southern California Current",NA
2005,0.418,"2",-0.464178828,"Vinciguerria1",0.47302565967961,"2Vinciguerria1",1.04955784997721,"Southern California Current",NA
2006,0.225,"2",-1.140552009,"Vinciguerria1",0.311777178758742,"2Vinciguerria1",0.425845083942802,"Southern California Current",NA
2007,0.005,"2",-0.758874825,"Vinciguerria1",0.164952689135146,"2Vinciguerria1",-0.142075357984738,"Southern California Current",NA
2008,-0.453,"2",0.200113124,"Vinciguerria1",0,"2Vinciguerria1",-0.780116085052336,"Southern California Current",NA
2009,-1.08,"2",0.863074104,"Vinciguerria1",0.104248752584032,"2Vinciguerria1",-0.376879555576238,"Southern California Current",NA
2010,-0.489,"2",1.205527493,"Vinciguerria1",0.328755948971811,"2Vinciguerria1",0.491519350596222,"Southern California Current",NA
2011,-0.27,"2",1.151701801,"Vinciguerria1",0.215835805020306,"2Vinciguerria1",0.0547416834654524,"Southern California Current",NA
2012,-1.187,"2",0.715919051,"Vinciguerria1",0,"2Vinciguerria1",-0.780116085052336,"Southern California Current",NA
2013,-0.966,"2",0.899579929,"Vinciguerria1",0.140332461804761,"2Vinciguerria1",-0.237306953351929,"Southern California Current",NA
1965,-0.891,"1",-0.00752991079999993,"GOASAB",0.076986929,"1GOASAB",0.0769869289796017,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"GOASAB",0.694020661,"1GOASAB",0.694020660986642,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"GOASAB",-0.23687994,"1GOASAB",-0.236879940023979,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"GOASAB",-1.085747156,"1GOASAB",-1.08574715603366,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"GOASAB",-1.085747156,"1GOASAB",-1.08574715603366,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"GOASAB",0.865220772,"1GOASAB",0.865220771988595,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"GOASAB",0.952604162,"1GOASAB",0.952604161989592,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"GOASAB",-1.085747156,"1GOASAB",-1.08574715603366,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"GOASAB",-0.55074681,"1GOASAB",-0.55074681002756,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"GOASAB",0.611987275,"1GOASAB",0.611987274985706,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"GOASAB",-1.264080604,"1GOASAB",-1.2640806040357,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"GOASAB",-0.950213735,"1GOASAB",-0.950213735032117,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"GOASAB",1.797904708,"1GOASAB",1.79790470799924,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"GOASAB",0.94368749,"1GOASAB",0.94368748998949,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"GOASAB",0.037753571,"1GOASAB",0.0377535709791541,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"GOASAB",1.373471101,"1GOASAB",1.37347110099439,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"GOASAB",0.786754055,"1GOASAB",0.786754054987699,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"GOASAB",1.277171038,"1GOASAB",1.27717103799329,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"GOASAB",-2.16466452,"1GOASAB",-2.16466452004597,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"GOASAB",0.833120751,"1GOASAB",0.833120750988228,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"GOASAB",0.640520627,"1GOASAB",0.640520626986031,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"GOASAB",-0.481196765,"1GOASAB",-0.481196765026767,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"GOASAB",-0.46336342,"1GOASAB",-0.463363420026563,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"GOASAB",-0.30821332,"1GOASAB",-0.308213320024793,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"GOASAB",0.974004176,"2GOASAB",0.974004175989836,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"GOASAB",-2.560564776,"2GOASAB",-2.56056477605049,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"GOASAB",0.877704114,"2GOASAB",0.877704113988737,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"GOASAB",-0.680930227,"2GOASAB",-0.680930227029045,"Gulf of Alaska",NA
1993,0.4,"2",-1.101862623,"GOASAB",-0.190513244,"2GOASAB",-0.19051324402345,"Gulf of Alaska",NA
1994,0.737,"2",-2.0536766,"GOASAB",-0.099563185,"2GOASAB",-0.0995631850224125,"Gulf of Alaska",NA
1995,0.188,"2",-1.750743963,"GOASAB",0.660137306,"2GOASAB",0.660137305986255,"Gulf of Alaska",NA
1996,-0.08,"2",-0.972205973,"GOASAB",-1.486997415,"2GOASAB",-1.48699741503824,"Gulf of Alaska",NA
1997,0.345,"2",-0.872874358,"GOASAB",1.029287545,"2GOASAB",1.02928754499047,"Gulf of Alaska",NA
1998,0.741,"2",-0.207043223,"GOASAB",0.695803996,"2GOASAB",0.695803995986662,"Gulf of Alaska",NA
1999,0.392,"2",1.060346525,"GOASAB",0.155453647,"2GOASAB",0.155453646980497,"Gulf of Alaska",NA
2000,-0.849,"2",1.48981569,"GOASAB",1.309271059,"2GOASAB",1.30927105899366,"Gulf of Alaska",NA
2001,-0.489,"2",2.04370374,"GOASAB",-0.227963268,"2GOASAB",-0.227963268023877,"Gulf of Alaska",NA
2002,-0.166,"2",2.21101428,"GOASAB",0.458620509,"2GOASAB",0.458620508983956,"Gulf of Alaska",NA
2003,0.597,"2",1.847202098,"GOASAB",-0.202996585,"2GOASAB",-0.202996585023593,"Gulf of Alaska",NA
2004,1.133,"2",1.017340841,"GOASAB",0.228570361,"2GOASAB",0.228570360981331,"Gulf of Alaska",NA
2005,0.418,"2",-0.464178828,"GOASAB",-0.008613126,"2GOASAB",-0.00861312602137486,"Gulf of Alaska",NA
2006,0.225,"2",-1.140552009,"GOASAB",0.185770333,"2GOASAB",0.185770332980843,"Gulf of Alaska",NA
2007,0.005,"2",-0.758874825,"GOASAB",0.082336933,"2GOASAB",0.0823369329796628,"Gulf of Alaska",NA
2008,-0.453,"2",0.200113124,"GOASAB",0.685103989,"2GOASAB",0.68510398898654,"Gulf of Alaska",NA
2009,-1.08,"2",0.863074104,"GOASAB",-0.593546838,"2GOASAB",-0.593546838028048,"Gulf of Alaska",NA
2010,-0.489,"2",1.205527493,"GOASAB",0.055586915,"2GOASAB",0.0555869149793576,"Gulf of Alaska",NA
2011,-0.27,"2",1.151701801,"GOASAB",-2.560564776,"2GOASAB",-2.56056477605049,"Gulf of Alaska",NA
2012,-1.187,"2",0.715919051,"GOASAB",NA,"2GOASAB",NA,"Gulf of Alaska",NA
2013,-0.966,"2",0.899579929,"GOASAB",NA,"2GOASAB",NA,"Gulf of Alaska",NA
2014,-0.113,"2",0.230891223,"GOASAB",NA,"2GOASAB",NA,"Gulf of Alaska",NA
2015,1.211,"2",-0.662974591,"GOASAB",NA,"2GOASAB",NA,"Gulf of Alaska",NA
1965,-0.891,"1",-0.00752991079999993,"GOAPOLL",NA,"1GOAPOLL",NA,"Gulf of Alaska",NA
1966,-0.735,"1",-0.7142963098,"GOAPOLL",NA,"1GOAPOLL",NA,"Gulf of Alaska",NA
1967,-0.572,"1",-0.809721169,"GOAPOLL",NA,"1GOAPOLL",NA,"Gulf of Alaska",NA
1968,-0.516,"1",-0.67936384,"GOAPOLL",NA,"1GOAPOLL",NA,"Gulf of Alaska",NA
1969,-0.653,"1",-0.796891715,"GOAPOLL",-1.310461306,"1GOAPOLL",-1.3104613060108,"Gulf of Alaska",NA
1970,-0.052,"1",-0.496362019,"GOAPOLL",-0.215869009,"1GOAPOLL",-0.215869009020763,"Gulf of Alaska",NA
1971,-0.319,"1",0.0186527207,"GOAPOLL",-0.084719701,"1GOAPOLL",-0.0847197010219563,"Gulf of Alaska",NA
1972,-1.612,"1",-0.1452385196,"GOAPOLL",1.085535658,"1GOAPOLL",1.08553565796739,"Gulf of Alaska",NA
1973,-1.036,"1",-0.3421107999,"GOAPOLL",-0.669847381,"1GOAPOLL",-0.669847381016632,"Gulf of Alaska",NA
1974,-0.767,"1",-0.313227463,"GOAPOLL",-0.662281075,"1GOAPOLL",-0.662281075016701,"Gulf of Alaska",NA
1975,-0.809,"1",0.1908359156,"GOAPOLL",0.84341386,"1GOAPOLL",0.843413859969598,"Gulf of Alaska",NA
1976,-0.939,"1",0.93921303,"GOAPOLL",1.186419741,"1GOAPOLL",1.18641974096648,"Gulf of Alaska",NA
1977,-0.169,"1",1.41536357,"GOAPOLL",1.418453131,"1GOAPOLL",1.41845313096437,"Gulf of Alaska",NA
1978,0.767,"1",1.32380542,"GOAPOLL",2.048978648,"1GOAPOLL",2.04897864795863,"Gulf of Alaska",NA
1979,-0.039,"1",0.262731659,"GOAPOLL",1.292348028,"1GOAPOLL",1.29234802796551,"Gulf of Alaska",NA
1980,0.025,"1",-0.856092138,"GOAPOLL",0.649212001,"1GOAPOLL",0.649212000971365,"Gulf of Alaska",NA
1981,0.567,"1",-0.823966005,"GOAPOLL",0.664344613,"1GOAPOLL",0.664344612971227,"Gulf of Alaska",NA
1982,0.551,"1",-0.284655343,"GOAPOLL",0.301161915,"1GOAPOLL",0.301161914974532,"Gulf of Alaska",NA
1983,0.602,"1",-0.000825666000000225,"GOAPOLL",0.444921733,"1GOAPOLL",0.444921732973224,"Gulf of Alaska",NA
1984,1.101,"1",0.119633917,"GOAPOLL",1.466373071,"1GOAPOLL",1.46637307096393,"Gulf of Alaska",NA
1985,1.15,"1",0.2393402039,"GOAPOLL",0.164968403,"1GOAPOLL",0.164968402975772,"Gulf of Alaska",NA
1986,0.885,"1",-0.4553155771,"GOAPOLL",-0.841350322,"1GOAPOLL",-0.841350322015071,"Gulf of Alaska",NA
1987,1.381,"1",-0.537648356,"GOAPOLL",0.250719874,"1GOAPOLL",0.250719873974991,"Gulf of Alaska",NA
1988,1.56,"1",0.486616328,"GOAPOLL",1.201552353,"1GOAPOLL",1.20155235296634,"Gulf of Alaska",NA
1989,0.308,"2",0.898568807,"GOAPOLL",0.815670737,"2GOAPOLL",0.81567073696985,"Gulf of Alaska",NA
1990,-0.553,"2",0.506979064,"GOAPOLL",-0.215869009,"2GOAPOLL",-0.215869009020763,"Gulf of Alaska",NA
1991,-1.015,"2",-0.395936969,"GOAPOLL",-0.568963298,"2GOAPOLL",-0.56896329801755,"Gulf of Alaska",NA
1992,-0.633,"2",-0.52970458,"GOAPOLL",-1.022941671,"2GOAPOLL",-1.02294167101342,"Gulf of Alaska",NA
